phi,theta,psi
-0.208227387274222,0.860652680072475,0.0808873609611866
-0.208227401058983,0.860357507139915,0.0808873694532222
-0.20822741864257,0.860143292640619,0.080887380590384
-0.208227439734024,0.860008682816992,0.0808873945339306
-0.208227463181827,0.85994291024352,0.0808874107555038
-0.208227487768713,0.85993480185729,0.0808874283659853
-0.208227512277413,0.859973184595387,0.0808874464731031
-0.20822753549066,0.860046885394895,0.0808874641845838
-0.208227556191187,0.860144731192902,0.0808874806081539
-0.208227573161726,0.860255548926491,0.0808874948515412
-0.20822758518501,0.86036816553275,0.0808875060224721
-0.208227591043771,0.860471407948761,0.0808875132286744
-0.208227589520742,0.860554103111613,0.0808875155778745
-0.208227579398654,0.860605077958389,0.0808875121777997
-0.208227559460242,0.860613159426175,0.080887502136177
-0.208227528488236,0.860567174452058,0.080887484560733
-0.20822748526537,0.860455949973121,0.0808874585591954
-0.208227428574376,0.860268312926451,0.0808874232392913
-0.208227357593698,0.859995477227673,0.0808873777100583
-0.208227275013224,0.859642351384145,0.0808873220721083
-0.208227185359793,0.859218718772806,0.0808872591809731
-0.208227093176309,0.858734368695111,0.080887192366772
-0.208227003005676,0.858199090452515,0.0808871249596272
-0.208226919390798,0.857622673346474,0.0808870602896581
-0.208226846874581,0.85701490667844,0.0808870016869851
-0.208226789999926,0.856385579749871,0.0808869524817288
-0.208226753309739,0.855744481862221,0.0808869160040095
-0.208226741346924,0.855101402316943,0.0808868955839479
-0.208226758654385,0.854466130415494,0.0808868945516643
-0.208226809775026,0.853848455459329,0.080886916237279
-0.208226899251752,0.853258166749901,0.0808869639709127
-0.208227031627466,0.852705053588667,0.0808870410826854
-0.208227211445073,0.85219890527708,0.0808871509027178
-0.208227443240801,0.851749458669731,0.0808872967611307
-0.208227726502532,0.851360669168524,0.0808874816559777
-0.208228046692167,0.851025555287204,0.0808877010156948
-0.208228386855358,0.850735918716748,0.0808879427366338
-0.208228730037754,0.850483561148134,0.080888194390585
-0.208229059285007,0.850260284272341,0.0808884435493402
-0.208229357642767,0.850057889780346,0.0808886777846907
-0.208229608156685,0.849868179363127,0.0808888846684275
-0.208229793872413,0.849682954711662,0.0808890517723413
-0.208229897835601,0.849494017516928,0.0808891666682245
-0.208229903091899,0.849293169469904,0.0808892169278685
-0.208229792686959,0.849072212261566,0.0808891901230631
-0.208229549666432,0.848822947582894,0.0808890738256005
-0.208229157075967,0.848537177124864,0.080888855607272
-0.208228597961218,0.848206702578455,0.0808885230398688
-0.208227855367832,0.847823325634644,0.0808880636951819
-0.208226914032079,0.847379629194927,0.0808874651450029
-0.208225797228681,0.84687827504764,0.0808867216579059
-0.208224566579734,0.846328934686631,0.0808858659233029
-0.208223285359729,0.845741421490612,0.0808849443072865
-0.208222016843158,0.845125548838296,0.0808840031925719
-0.208220824304516,0.844491130108393,0.080883088961873
-0.208219771018293,0.843847978679616,0.0808822479979045
-0.208218920258982,0.843205907930676,0.0808815266833809
-0.208218335301076,0.842574731240287,0.0808809714010166
-0.208218079419068,0.84196426198716,0.0808806285335262
-0.20821821588745,0.841384313550007,0.0808805444636247
-0.208218807980714,0.840844699307539,0.080880765574026
-0.208219918973352,0.84035523263847,0.0808813382474447
-0.208221612139858,0.83992572692151,0.0808823088665953
-0.208223950754724,0.839565995535372,0.0808837238141928
-0.208226998092441,0.839285851840613,0.0808856294729512
-0.208230783332847,0.839091410071714,0.0808880715856266
-0.208235140047652,0.838974735542622,0.0808910253495167
-0.208239832177856,0.838924558881395,0.0808943325096796
-0.208244623579841,0.838929610716089,0.0808978199634658
-0.208249278109985,0.838978621674761,0.080901314608226
-0.208253559624668,0.839060322385469,0.0809046433413112
-0.208257231980267,0.839163443476269,0.0809076330600718
-0.208260059033164,0.839276715575218,0.0809101106618584
-0.208261804639738,0.839388869310374,0.080911903044022
-0.208262232656366,0.839488635309794,0.0809128371039123
-0.208261106939429,0.839564744201534,0.0809127397388816
-0.208258191345306,0.839605926613652,0.080911437846279
-0.208253249730376,0.839600913174204,0.0809087583234556
-0.208246045951018,0.839538434511248,0.0809045280677625
-0.208236343863613,0.839407221252841,0.0808985739765504
-0.208223910582692,0.839196212812205,0.0808907229471689
-0.208208872383747,0.83890265366239,0.0808808374046448
-0.208192034974134,0.838534687199375,0.0808692381388194
-0.208174279653844,0.838101196420375,0.0808565647249759
-0.208156487722869,0.837611064322605,0.0808434631909958
-0.208139540481197,0.837073173903283,0.0808305795647637
-0.208124319228821,0.836496408159624,0.0808185598741609
-0.208111705265731,0.835889650088844,0.0808080501470712
-0.208102579891916,0.83526178268816,0.0807996964113771
-0.208097824407369,0.834621688954787,0.0807941446949616
-0.208098320112078,0.833978251885941,0.0807920410257077
-0.208104948306035,0.833340354478839,0.0807940314314981
-0.20811859028923,0.832716879730696,0.0808007619402151
-0.208140127361654,0.832116710638729,0.0808128785797424
-0.208170440823298,0.831548730200154,0.0808310273779627
-0.208210411974151,0.831021821412187,0.0808558543627589
-0.208260741235751,0.830543830894246,0.0808880055593804
-0.208319795403259,0.830114299100592,0.0809275906131448
-0.208384318271805,0.829728774617948,0.0809726820506209
-0.208451020785047,0.829382780663277,0.0810208688629268
-0.208516613886645,0.82907184045354,0.0810697400411802
-0.208577808520257,0.828791477205698,0.0811168845764998
-0.208631315629541,0.828537214136714,0.0811598914600025
-0.208673846158155,0.828304574463547,0.0811963496828063
